body_index	element_type	paragraph_index	table_index	text	style_id	detected_section	word_count	character_count	has_drawing
87	paragraph	87		Three modules were classified as single-cell-consistent but bulk-dominant-discordant: TCA_OXPHOS_MITOCHONDRIAL, APOPTOSIS_MODULE, MAST_CELL_MRGPRX2_AXIS. These patterns should not be presented as failed validation. Instead, they likely reflect the fact that the integrated atlas combines bulk bladder tissue, pregnancy-associated tissues, urine expression, recurrence-trigger models, and single-cell immune distributions. Directional discordance therefore becomes a useful signal for identifying modules whose behavior may be compartment-, cell-type-, or cell-state-dependent.			62	576	False
88	paragraph	88		Limitations	Heading2	Limitations	1	11	False
89	paragraph	89		This study is limited by its public-data reanalysis design, heterogeneity across species and platforms, differences in tissue and sample source, small biological replicate number in the GSE252321 single-cell validation layer, and the absence of direct metabolomics, proteomics for all contexts, or perturbational validation. The single-cell cell-level tests were interpreted as distributional validation because cells are nested within two control and two UPEC biological samples. Datasets without recoverable gene identifiers or adequate module coverage were held from formal scoring, which preserves interpretability but limits coverage of potentially relevant compartments.			88	676	False
90	paragraph	90		Future directions	Heading2	Future directions	2	17	False
91	paragraph	91		Future work should test the prioritized modules in prospective cohorts with matched urine, blood, bladder or exfoliated urothelial compartments, pregnancy-specific sampling, pathogen metadata, recurrence follow-up, and orthogonal protein or metabolite measurements. Single-cell or spatial validation with explicit cell-type annotation would help distinguish cell-abundance effects from per-cell transcriptional activation. Perturbational models targeting TLR4/TLR5, NF-kB/MAPK, NLRP3, glucocorticoid signaling, oxytocin-associated signaling, and oxidative-stress/metabolic-response modules would be particularly valuable.			68	621	False
92	paragraph	92		Concluding model	Heading2	Concluding model	2	16	False
93	paragraph	93		Overall, the atlas supports a model in which UTI-related host response is organized around microbial sensing, inflammatory signal transduction, neutrophil and myeloid effector activity, inflammatory cell-death-associated programs, hormonal-response modules, and transcriptionally inferred metabolic and oxidative-stress activity. Single-cell validation strengthens the dominant inflammatory architecture while also identifying modules whose directionality is likely compartment- or cell-state-dependent.			54	503	False
94	paragraph	94		Data availability	Heading1	Data availability	2	17	False
95	paragraph	95		All analyses were performed using publicly available datasets. Included datasets were GSE186800, GSE280297 gene-count data, GSE112098, and GSE252321. Dataset-specific inclusion and holding decisions are summarized in Table S1. Processed output tables, module-score summaries, figure-generation reports, and manuscript traceability files were generated within the project directory.			45	381	False
96	paragraph	96		Code availability	Heading1	Code availability	2	17	False
97	paragraph	97		The analysis was implemented as sequential project phases using reproducible scripts stored under `04_scripts/`. Key phases covered dataset acquisition, matrix repair, module scoring, cross-cohort integration, single-cell validation, manuscript traceability, and manuscript drafting.			32	283	False
98	paragraph	98		Ethics statement	Heading1	Ethics statement	2	16	False
99	paragraph	99		This study reanalyzed publicly available de-identified datasets and did not generate new human participant data. Final journal-specific ethics language should be aligned with source dataset access terms and target-journal policy.			30	229	False
100	paragraph	100		Author contributions	Heading1	Author contributions	2	20	False
101	paragraph	101		Reuben S. Maghembe conceived the study, designed the computational workflow, performed the integrative analysis, interpreted the results, and drafted the manuscript. Final author-contribution statements should be updated after co-author review and contribution confirmation.			33	274	False
102	paragraph	102		Competing interests	Heading1	Competing interests	2	19	False
103	paragraph	103		The competing-interest statement should be finalized before submission.			8	71	False
104	paragraph	104		Funding	Heading1	Funding	1	7	False
105	paragraph	105		Funding information should be added before submission.			7	54	False
106	paragraph	106		Acknowledgements	Heading1	Acknowledgements	1	16	False
107	paragraph	107		Acknowledgements should be added before submission.			6	51	False
108	paragraph	108		Supplementary tables	Heading1	Supplementary tables	2	20	False
109	paragraph	109		Table S1. Dataset inclusion status and analysis roles. Source: `07_tables/phaseU12_methods_draft/phaseU12_dataset_inclusion_status_v1.tsv`. Documents included, held, and reserved datasets.			19	188	False
110	paragraph	110		Table S2. Curated UTI host-response module library. Source: `01_modules/utiomics_host_response_modules_v1_long.tsv`. Defines genes and biological axes for module scoring.			19	170	False
111	paragraph	111		Table S3. Recurrence and pregnancy-associated UTI module contrasts. Source: `07_tables/phaseU5_module_contrasts/phaseU5_all_module_contrasts_v1.tsv`. Supports recurrence-trigger and pregnancy-associated UTI results.			19	215	False
112	paragraph	112		Table S4. Repaired human urine comparator module contrast. Source: `07_tables/phaseU6_human_urine_comparator/phaseU6_GSE112098_human_urine_module_contrast_v1.tsv`. Supports human urine inflammatory comparator results.			19	217	False
113	paragraph	113		Table S5. Cross-cohort module priority table. Source: `07_tables/phaseU7_integrated_module_atlas/phaseU7_cross_cohort_module_priority_table_v1.tsv`. Supports cross-cohort module ranking.			15	186	False
114	paragraph	114		Table S6. GSE252321 single-cell sample-level and cell-level module contrasts. Source: `07_tables/phaseU8b_single_cell_module_scoring/phaseU8b_GSE252321_combined_single_cell_validation_contrasts_v1.tsv`. Supports single-cell validation results.			18	243	False
115	paragraph	115		Table S7. Cross-cohort plus single-cell validation table. Source: `07_tables/phaseU9_cross_cohort_single_cell_validation/phaseU9_cross_cohort_single_cell_validation_table_v1.tsv`. Supports validated and discordant module classification.			18	236	False
116	paragraph	116		Table S8. Claim and language-boundary traceability. Source: `07_tables/phaseU10_manuscript_results_skeleton/phaseU10_table_to_claim_traceability_v1.tsv; 07_tables/phaseU13_intro_discussion_scaffold/phaseU13_key_language_boundaries_v1.tsv`. Supports claim-level transparency and interpretive boundaries.			21	302	False
117	paragraph	117		Remaining reference gaps after citation-key cleanup	Heading1	Reference gap register	6	51	False
118	paragraph	118		Date: 2026-07-09			2	16	False
119	paragraph	119		Gaps carried forward	Heading2		3	20	False
120	paragraph	120		U16A_GAP_01 (high): Check whether the GSE280297-associated preprint has been peer-reviewed and update citation accordingly. Citation/key: `GSE280297_maternofetal_UTI_preterm`.			17	175	False
121	paragraph	121		U16A_GAP_02 (medium): Import through Zotero/Crossref to complete the full author list. Citation/key: `Masajtis_Zagajewska_2017_NETs_UTI`.			15	137	False
122	paragraph	122		U16A_GAP_03 (medium): Import through Zotero/Crossref to complete the full author list and PMID/PMCID if available. Citation/key: `Demirel_2023_NETs_children_UTI`.			20	162	False
123	paragraph	123		U16A_GAP_04 (medium): Keep as pregnancy/oxytocin biology support only; find a more specific oxytocin-inflammation source if this axis becomes central. Citation/key: `UvnasMoberg_2023_oxytocin_labor_peripartum`.			23	210	False
124	paragraph	124		U16A_GAP_05 (medium): Add one exact reference on glucocorticoid signaling in pregnancy inflammation or immune regulation before final Discussion polishing. Citation/key: `glucocorticoid_pregnancy_inflammation`.			22	210	False
125	paragraph	125		Special note	Heading2		2	12	False
126	paragraph	126		The cleaned drafts retain `Solano_Arck_2020_steroids_pregnancy_fetal_development; Cain_Cidlowski_2017_immune_regulation_glucocorticoids` as a deliberate unresolved key. Do not convert this into a final reference until an exact glucocorticoid/pregnancy-inflammation source is selected.			27	284	False
127	paragraph	127					0	0	False
128	paragraph	128					0	0	True
129	paragraph	129		Figure 1. Study architecture, datasets, contrasts and evidence hierarchy. (A) Conceptual map linking the cross-dataset infection core, pregnancy- and tissue-associated outcomes, endocrine-metabolic branches and cell-resolved immune localization under an explicit evidence hierarchy. (B) Dataset architecture comprising GSE112098, a human urinary/systemic inflammation comparator (n=73); GSE280297, a mouse pregnancy, tissue and outcome dataset (n=60 tissue samples); GSE168600, a mouse recurrent or prior-exposure bladder model (n=20); and GSE252321, a four-sample single-cell UPEC experiment. In GSE252321, 27,385 cells passed quality control, and a balanced subset was used for the displayed embedding. (C) Biological sample counts across bladder, placenta and uterus for the mock/PBS, nonpregnant UPEC, preterm UPEC and term UPEC groups in GSE280297. Tissue samples, rather than inferred dams, were retained as the statistical units. (D) Distribution of 78 curated submodules across ten biological axes, including steroid-cholesterol-endocrine biology, inflammatory carbon metabolism, nucleotide/NAD/nitrogen metabolism, complement architecture, amino-acid metabolism, lipid metabolism, immune-context anchors, adipokine signaling, insulin/IRS signaling and catecholamine-stress-adjacent biology. (E) Analytical workflow from expression repair and species-native module scoring through evidence synthesis and cellular attribution. Raw expression values were not pooled across studies, species or tissues. (F) Evidence hierarchy separating robust recurrent effects, provisional effects supported by one false-discovery-rate-qualified dataset plus independent concordance, context-divergent effects and limited independent support. All datasets were analyzed independently in their native species and tissue context. Cross-study integration was based on standardized effects and directional concordance, not merged raw expression.		Figures	239	1931	False
130	paragraph	130					0	0	True
131	paragraph	131		Figure 2. Cross-dataset infection effects, recurrent cores and contextual comparators. (A) Signed independent infection-effect estimates for selected recurrent and contextual modules across the eligible datasets. Color denotes the direction and magnitude of the standardized module-level effect within each independently analyzed study. (B) Number of modules assigned to each evidence class after recurrence, false-discovery-rate support and independent-context evaluation. (C) Evidence-weighted topology connecting TLR4-LPS signaling, leptin, insulin receptor/IRS, PI3K-AKT, inflammatory response and glycogen/carbon-use programs. Arrows summarize recurrent directional coupling and do not establish a direct causal sequence. (D) Complement recurrence core comparing opsonophagocytosis and C3a/C5a inflammatory signaling across infection and preterm-versus-term contexts. Complement findings are interpreted as provisional where independent sample support is limited. (E) Age- and sex-adjusted estimates for systemic comparator modules in the human dataset, shown as signed adjusted effects. (F) Contextual factorial estimates for signaling and metabolic modules, highlighting effects that were strong in a specific model but not uniformly recurrent across all datasets. (G) Evidence-weighted directional concordance versus the median independent effect. Weighted concordance summarizes consistency of effect direction across eligible contrasts and is not a pooled expression estimate. Signed effects and recurrence classes are evidence-synthesis outputs. They should not be interpreted as causal estimates or as evidence that all biological contexts share an identical mechanism.			211	1681	False
132	paragraph	132					0	0	True
133	paragraph	133		Figure 3. Pregnancy, tissue and outcome-associated endocrine-metabolic-complement remodeling. (A) Pregnancy and tissue design for GSE280297, showing the distribution of mock/PBS, nonpregnant UPEC, preterm UPEC and term UPEC samples across bladder, placenta and uterus. (B) Selected preterm-versus-term effects by tissue, illustrating the branch-selective pregnancy remodeling of endocrine, metabolic and complement modules. (C) Cross-tissue coherence of selected modules. Points show the median Hedges g across eligible tissues, with the accompanying directional-coherence annotation indicating whether tissue-specific estimates shared the same sign. (D) Domain-level summary of steroid synthesis-response decoupling. Steroidogenic and complement-effector branches tended to differ from attenuated steroid-receptor and metabolic-effector responses, supporting a branch-selective rather than globally activated or suppressed model. (E) UPEC-versus-PBS effects during pregnancy across tissues for selected signaling, endocrine, lipid, carbon and complement modules. (F) Pregnant-versus-nonpregnant bladder effects, summarized as Hedges g for selected modules. (G) Complement and inflammatory-carbon branches across the available pregnancy, infection and tissue contrasts. (H) Working model in which UPEC exposure during pregnancy engages TLR4/complement and inflammatory-carbon responses while steroid synthesis and androgen branches are partly uncoupled from attenuated receptor and metabolic-effector programs, producing tissue-specific outcome biology. Pregnancy findings are exploratory because no broad pregnancy-wide false-discovery-rate signal was detected. Tissue samples are the inferential units; no dam-level inference is made.			206	1736	False
134	paragraph	134					0	0	True
135	paragraph	135		Figure 4. Single-cell composition, immune states and cellular localization. (A) Balanced two-dimensional embedding of quality-controlled GSE252321 single cells, colored by broad immune population after marker-based reconstruction. (B) Cluster-marker validation heatmap using one high-priority marker per cluster to support the reconstructed broad and refined immune labels. (C) Broad-cell composition in two control and two UPEC samples. Bars show the fraction of quality-controlled cells assigned to each broad immune population. (D) Relative abundance of refined immune subtypes across the four biological samples, including inflammatory monocytes, reparative macrophages, activated dendritic cells, cycling immune cells and regulatory/type-2-like lymphoid states. (E) Fractions of macrophage/monocyte cells with detectable TNFSF9 and with TNFSF9 expression above the prespecified pooled high-expression threshold in control and UPEC samples. (F) Strict and expanded Treg-like fractions within T cells. Strict Treg-like cells required FOXP3 together with at least one supporting marker; the expanded definition required FOXP3 or at least two supporting markers. (G) Broad-cell localization of selected recurrent endocrine, metabolic, complement and inflammatory modules using module-mean gene log2 fold changes from independently constructed cell-type pseudobulks. (H) Descriptive model linking UPEC-associated myeloid expansion and activation, TNFSF9-positive macrophage states, T-cell/dendritic module localization and expansion of regulatory-inflammatory Treg-like states. Cellular analyses are descriptive and hypothesis-generating because GSE252321 contains n=2 control and n=2 UPEC biological samples. The minimum attainable exact two-sided permutation p-value is 0.333.			225	1778	False
136	paragraph	136					0	0	True
137	paragraph	137		Figure 5. Steroid, cholesterol and lipid-remodeling architecture. (A) Independent infection effects for steroidogenesis, androgen/testosterone and estrogen biology, cholesterol handling, receptor responses and lipid-regulatory or lipid-stress modules. (B) Preterm-versus-term endocrine effects across bladder, placenta and uterus, including steroidogenesis, androgen/testosterone, estrogen, cholesterol and receptor-response branches. (C) Domain-level steroid synthesis-response decoupling reproduced within the focused endocrine figure. (D) Comparison of median independent infection effects with collapsed preterm-versus-term effects for selected endocrine modules. Numbered points correspond to the inset key and preserve all plotted values without implying a causal relationship between infection and pregnancy effects. (E) Broad-cell localization of endocrine and lipid modules across NK cells, T cells, cycling immune cells, dendritic cells, macrophage/monocytes and neutrophils. (F) Lipid-droplet dynamics, PPAR/SREBP/LXR regulation, ferroptosis-linked lipid peroxidation, fatty-acid synthesis and oxidation, phospholipid, sphingolipid/ceramide and eicosanoid/prostaglandin programs across pregnancy and infection contexts. (G) Six strongest refined-subtype localization supports for endocrine and lipid modules, ranked by the bounded composite cellular-support score. Steroid biology is interpreted as branch-selective synthesis-response decoupling rather than global activation or suppression. Metabolic modules indicate transcriptionally inferred pathway activity, not flux.			182	1584	False
138	paragraph	138					0	0	True
139	paragraph	139		Figure 6. Adipokine, insulin and integrated immunometabolic remodeling. (A) Independent effects for leptin, resistin, insulin receptor/IRS, PI3K-AKT and inflammatory-carbon modules. (B) Pregnancy-associated adipokine and insulin effects across bladder, placenta and uterus. (C) Broad-cell localization of adipokine, insulin/IRS, PI3K-AKT and inflammatory-carbon modules. (D) Six strongest refined-subtype supports for immunometabolic modules, ranked by the bounded composite cellular-support score. (E) Evidence-weighted leptin-IRS-PI3K/AKT model linking leptin and insulin receptor signaling to inflammatory carbon and glycogen-use programs. The topology is hypothesis-generating and not a direct causal model. (F) Transcriptionally inferred glycolysis, lactate/HIF1A, glycogen, pentose-phosphate, gluconeogenic and tricarboxylic-acid-cycle programs across the pregnancy and infection contexts. (G) Amino-acid transport, arginine/nitric-oxide, urea-cycle, glutamine, tryptophan, methionine/SAM and serine/glycine/one-carbon programs across contexts. (H) Purine salvage and degradation, pyrimidine synthesis and degradation, NAD metabolism, xanthine oxidase/oxidative purine catabolism and NRF2-redox programs across contexts. Metabolic panels represent transcriptionally inferred pathway activity and do not quantify metabolite concentrations, reaction rates or flux.			158	1368	False
140	paragraph	140					0	0	True
141	paragraph	141		Figure 7. Complement branch and cellular architecture. (A) Independent effects for complement modules with eligible evidence, including classical, lectin and alternative initiation, C3 convertase/amplification, C3a/C5a signaling, opsonophagocytosis, terminal membrane-attack-complex biology, regulation and coagulation crosstalk. (B) Preterm-versus-term complement effects across bladder, placenta and uterus. (C) Broad-cell localization of complement branches using cell-type pseudobulk module effects. (D) Six strongest refined-subtype supports for complement modules, ranked by the bounded composite cellular-support score. (E) Complement topology linking classical, lectin and alternative entry routes to C3 convertase/amplification and the C3a/C5a, opsonophagocytic and terminal membrane-attack-complex branches. Regulatory and coagulation modules can act across multiple stages. (F) Comparison of median independent infection effects with collapsed preterm-versus-term effects for complement stages. Numbered points correspond to the inset key. (G) Number of broad immune populations with eligible cellular values for each complement stage. Absence from this panel indicates unavailable cell-level support rather than evidence of biological absence. Complement recurrence, particularly C3a/C5a signaling and opsonophagocytosis, remains provisional where independent sample support is limited.			168	1398	False
142	paragraph	142					0	0	True
143	paragraph	143		Figure 8. Integrated endocrine-metabolic-immune model and evidence boundaries. (A) Selected recurrent modules across independent infection datasets and the preterm-versus-term context. (B) Cell-source-resolved localization of the integrated recurrent core. (C) UPEC-associated broad-cell composition shifts, expressed as the difference in cellular fraction between UPEC and control samples. (D) UPEC-associated differences in strict and expanded Treg-like fractions and TNFSF9-positive or TNFSF9-high macrophage states. (E) Integrated hypothesis network connecting UPEC/TLR4 signaling with leptin-IRS-PI3K/AKT, complement/opsonophagocytosis, steroid/lipid branching, carbon/nitrogen/redox remodeling, cell-type localization and pregnancy- or tissue-specific outcomes. (F) Evidence and interpretation boundary separating robust recurrent concordance, provisional independently supported biology and contextual hypothesis-generating effects. The integrated network is a synthesis of recurrent, provisional and contextual associations. It is not a direct causal model.			123	1065	False
144	paragraph	144					0	0	False
145	table		0	figureprimary_formatselection_statusprimary_assetrecommended_actionFigure 1pngselectedproject://06_figures/phaseU18_figure1_draft/phaseU18_Figure1_draft_multicontext_UTI_hostomics_workflow.pngUse PNG for draft DOCX assembly; retain TIFF/SVG/EPS for final submission assets.Figure 2pngselectedproject://06_figures/phaseU7_integrated_module_atlas/phaseU7_FigDraft6_integrated_context_by_module_delta_heatmap.pngUse PNG for draft DOCX assembly; retain TIFF/SVG/EPS for final submission assets.Figure 3pngselectedproject://06_figures/phaseU9_cross_cohort_single_cell_validation/phaseU9_FigDraft12_cross_cohort_plus_single_cell_delta_heatmap.pngUse PNG for draft DOCX assembly; retain TIFF/SVG/EPS for final submission assets.Figure 4pngselectedproject://06_figures/phaseU9_cross_cohort_single_cell_validation/phaseU9_FigDraft13_top_single_cell_validated_modules_barplot.pngUse PNG for draft DOCX assembly; retain TIFF/SVG/EPS for final submission assets.Figure 5pngselectedproject://06_figures/phaseU5_module_contrasts/phaseU5_FigDraft2_GSE280297_pregnancy_UTI_module_delta_heatmap.pngUse PNG for draft DOCX assembly; retain TIFF/SVG/EPS for final submission assets.Figure 6pngselectedproject://06_figures/phaseU20b_figure6_composite/phaseU20b_Figure6_composite_GSE252321_single_cell_validation.pngUse composite PNG for draft DOCX assembly; retain individual U8B panels and composite TIFF/SVG/PDF for final figure work.			138	1529	False
146	paragraph	145					0	0	False
147	paragraph	146		Open issues retained for final submission	Heading1		6	41	False
148	table		1	issue_idissue_typestatusprioritydetailsU20B_CARRY_U20_CARRY_U19_OPEN_01dataset_or_preprint_anchoropenhighGSE280297 remains a GEO/preprint-linked dataset anchor. Recheck publication status before final journal submission.			14	220	False
149	paragraph	147					0	0	False
150	paragraph	148		Reference table for Zotero finalization	Heading1	Reference table	5	39	False
151	paragraph	149		This table is included for drafting and Zotero finalization only. Before submission, citation keys should be replaced with the target journal reference style.			23	158	False
152	table		2	citation_keyauthorsyeartitlejournaldoipmidpmcidAndreatta_2021_UCellAndreatta M; Carmona SJ2021UCell: Robust and scalable single-cell gene signature scoringComputational and Structural Biotechnology Journal10.1016/j.csbj.2021.06.043PMC8271111Andreatta_2026_UCell_pyUCellAndreatta M; Carmona SJ2026UCell and pyUCell: single-cell gene signature scoring for R and PythonBioinformatics10.1093/bioinformatics/btag05541665985.0PMC12925249Bandyopadhyay_2020_urinary_molecular_signature_sepsisBandyopadhyay S; Lysak N; Adhikari L; Velez LM; Sautina L; Mohandas R; Lopez MC; Ungaro R; Peng YC; Kadri F; Efron P; Brakenridge S; Moldawer L; Moore F; Baker HV; Segal MS; Ozrazgat-Baslanti T; Rashidi P; Bihorac A2020Discovery and Validation of Urinary Molecular Signature of Early SepsisCritical Care Explorations10.1097/CCE.000000000000019533063018.0PMC7523873Cain_Cidlowski_2017_immune_regulation_glucocorticoidsCain DW; Cidlowski JA2017Immune regulation by glucocorticoidsNature Reviews Immunology10.1038/nri.2017.1Demirel_2018_NLRP3_UPECDemirel I; Persson A; Brauner A; Sarndahl E; Kruse R; Persson K2018Activation of the NLRP3 Inflammasome Pathway by Uropathogenic Escherichia coli Is Virulence Factor-Dependent and Influences Colonization of Bladder Epithelial CellsFrontiers in Cellular and Infection Microbiology10.3389/fcimb.2018.0008129662840.0PMC5890162Demirel_2023_NETs_children_UTIDemirel I; et al.2023Neutrophil extracellular traps in urinary tract infectionFrontiers in Pediatrics10.3389/fped.2023.1154139GSE280297_maternofetal_UTI_pretermGEO submitters2024Distinct maternofetal immune signatures delineate preterm birth onset following urinary tract infectionGene Expression OmnibusHannan_2023_immune_defenses_urinary_tractHannan TJ; Mysorekar IU; Hung CS2023Immune defenses in the urinary tractTrends in Immunology37591712.0PMC10528756Liu_2025_CD137L_macrophage_UPEC_scRNALiu Y; Yang Z; Xiang Y; Cheng G; Chen L; Wang S; et al.2025Single-cell analysis reveals an important role of CD137L+ macrophages in the host response to uropathogenic Escherichia coli infection in the bladderPLOS Pathogens10.1371/journal.ppat.1013543Masajtis_Zagajewska_2017_NETs_UTIMasajtis-Zagajewska A; et al.2017Characterization of Early-Phase Neutrophil Extracellular Traps in Urinary Tract InfectionsPLOS Pathogens10.1371/journal.ppat.1006151Russell_2023_UPEC_epithelial_trained_immunityRussell SK; Harrison JK; Olson BS; Lee HJ; O'Brien VP; Xing X; et al.2023Uropathogenic Escherichia coli infection-induced epithelial trained immunity impacts urinary tract disease outcomeNature Microbiology10.1038/s41564-023-01346-637037942.0PMC10159856Schwartz_2023_uropathogen_host_pyelonephritisSchwartz L; de Dios Ruiz-Rosado J; Stonebrook E; Becknell B; Spencer JD2023Uropathogen and host responses in pyelonephritisNature Reviews Nephrology10.1038/s41581-023-00737-6Solano_Arck_2020_steroids_pregnancy_fetal_developmentSolano ME; Arck PC2020Steroids, Pregnancy and Fetal DevelopmentFrontiers in Immunology10.3389/fimmu.2019.03017UvnasMoberg_2023_oxytocin_labor_peripartumUvnas-Moberg K; et al.2023The physiology and pharmacology of oxytocin in labor and in the peripartum periodAmerican Journal of Obstetrics and Gynecology10.1016/j.ajog.2023.04.011Wang_2024_scPS_benchmarkWang RH; Thakar J2024Comparative analysis of single-cell pathway scoring methods and a novel approachNAR Genomics and Bioinformatics10.1093/nargab/lqae12439318507.0Worby_2022_rUTI_multiomicsWorby CJ; Schreiber HL IV; Straub TJ; van Dijk LR; Bronson RA; et al.2022Longitudinal multi-omics analyses link gut microbiome dysbiosis with recurrent urinary tract infections in womenNature Microbiology10.1038/s41564-022-01107-x35505248.0PMC9136705			382	3688	False
